колонка_0,колонка_1,колонка_2,колонка_3,колонка_4,колонка_5,колонка_6,колонка_7,колонка_8,колонка_9,колонка_10,колонка_11,колонка_12,колонка_13,колонка_14,колонка_15,колонка_16,колонка_17,колонка_18,колонка_19,колонка_20
2024-06-08,bank,Информатика и вычислительная техника,2024-06-27,195000,6c850569-e3bd-4898-bb74-bb0d6ec0e738,0.67,1,1,1,Томский государственный университет (ТГУ),468000.0,,M,4,Ираклий Евсеевич Дроздов,0,BACHELOR,18,4.0,2024-05-17
2024-07-12,bank,Физика,2024-09-07,265000,cd8ebc7d-8780-4708-9282-44ece411476f,0.61,1,1,4,Московский государственный университет имени М.В. Ломоносова (МГУ),2120000.0,,F,8,Синклитикия Васильевна Дмитриева,0,BACHELOR,19,4.0,2024-05-19
2024-08-27,bank,Электроника и наноэлектроника,2024-08-28,290000,57134e7c-fb7f-4d4f-acf6-3e42f3295e0b,0.57,1,1,0,Московский физико-технический институт (МФТИ),290000.0,,F,2,Некрасова Милица Захаровна,0,BACHELOR,19,4.4,2024-08-11
,bank,Информатика и вычислительная техника,,290000,b139eafa-d1ea-4efc-84ef-2f88d2f3739,0.86,0,0,1,Казанский федеральный университет (КФУ),0.0,Недостаток документов,M,2,Федосеев Порфирий Фокич,1,BACHELOR,19,3.4,2024-05-06
2024-08-22,website,Автоматизация и управление,,370000,a9ad202d-0496-4bc6-a3af-355375a4f635,0.64,0,1,2,Санкт-Петербургский государственный университет (СПбГУ),1110000.0,,M,4,Жуков Фадей Данилович,0,BACHELOR,16,3.5,2024-05-08
2024-08-23,social_media,Информатика и вычислительная техника,2024-09-03,500000,0ca72658-cddd-4351-b57e-4d847a1d4cc,0.51,1,1,4,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),4000000.0,,M,8,Никон Германович Соколов,1,BACHELOR,19,4.0,2024-08-18
2024-08-08,bank,Прикладная математика,,350000,17cfc46e-fc84-4319-9b0a-e7965b3ecba6,0.68,0,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1575000.0,,M,6,Терентий Давидович Мельников,0,BACHELOR,15,4.7,2024-08-07
2024-05-26,social_media,Химия,2024-05-28,260000,3521e0ee-f85a-43e8-a90c-67f2e1fb7c9,0.63,1,1,1,Санкт-Петербургский государственный университет (СПбГУ),468000.0,,M,2,Щукин Игнатий Фокич,1,BACHELOR,16,3.1,2024-05-13
2024-08-16,social_media,Химия,2024-08-22,170000,901a6471-e2bc-403b-bfb1-038622dbd213,0.72,1,1,1,Российский государственный университет нефти и газа имени И.М. Губкина,408000.0,,M,4,Ювеналий Аверьянович Федосеев,0,MASTER,23,4.7,2024-07-25
2024-08-22,social_media,Инженерия программного обеспечения,2024-09-05,210000,ddbec3a9-0d8e-47ee-b390-74bcbf592895,0.63,1,1,2,Московский физико-технический институт (МФТИ),1008000.0,,F,8,Лора Анатольевна Шашкова,0,BACHELOR,17,4.0,2024-05-26
2024-09-08,website,Физика,2024-09-08,315000,199dbe33-5210-4a2b-b897-f63ba5499764,0.67,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1512000.0,,F,8,Новикова Ираида Александровна,0,BACHELOR,15,4.3,2024-08-23
2024-09-03,website,Прикладная математика,2024-09-13,260000,e31ead9f-45d5-4ca7-8f5f-63e57e76bb89,0.68,1,1,2,Российский государственный университет нефти и газа имени И.М. Губкина,1040000.0,,F,8,Голубева Оксана Семеновна,0,BACHELOR,19,3.9,2024-05-22
2024-06-08,social_media,Информатика и вычислительная техника,2024-08-31,290000,6d747459-c350-4b77-a0bf-9915dffd2aa7,0.63,1,1,2,Сибирский федеральный университет (СФУ),1305000.0,,M,6,Никита Валерианович Федотов,0,BACHELOR,16,3.1,2024-05-29
2024-07-02,bank,Автоматизация и управление,2024-09-03,220000,ba6eca42-07ab-4017-be6e-def708bacf65,0.65,1,1,4,Пермский государственный национальный исследовательский университет (ПГНИУ),1584000.0,,F,8,Фёкла Константиновна Шилова,0,BACHELOR,16,3.7,2024-06-13
2024-08-27,bank,Прикладная математика,,200000,6ee11582-b180-4308-a1da-8c04c90bb1fd,0.51,0,1,2,Московский физико-технический институт (МФТИ),900000.0,,M,6,Киселев Ульян Эдгарович,0,BACHELOR,15,4.6,2024-08-13
2024-06-27,social_media,Прикладная математика,2024-09-08,300000,cd01101f-9b30-4bf1-a3ab-3dd9df8ef152,0.7,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1080000.0,,M,4,Артемьев Тарас Марсович,0,MASTER,23,3.4,2024-06-11
,social_media,Автоматизация и управление,,210000,4ec54985-8d36-4325-9457-b5d95303215,0.83,0,0,3,Национальный исследовательский ядерный университет «МИФИ»,0.0,Заявитель найден в ЧС,F,8,Субботина Евфросиния Леонидовна,1,BACHELOR,16,3.5,2024-05-13
2024-08-17,bank,Физика,,315000,96900406-ff9b-4c14-9e4e-89006683271,0.66,0,1,2,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),1512000.0,,F,8,Акулина Аскольдовна Мишина,1,BACHELOR,15,4.0,2024-05-03
2024-05-14,bank,Механика,2024-09-05,205000,4b6aafd7-4fb7-4617-9fde-8da99d0ea02,0.65,1,1,2,Новосибирский государственный университет (НГУ),615000.0,,M,6,Илья Ефремович Назаров,1,SPECIALTY,16,4.0,2024-05-07
2024-07-22,bank,Кибернетика,2024-08-25,260000,a80b5a71-fe5c-43f2-a830-805e1d0c31a9,0.67,1,1,4,Санкт-Петербургский государственный университет (СПбГУ),2340000.0,,M,12,Гусев Никодим Иларионович,0,SPECIALTY,18,4.0,2024-06-03
2024-07-02,social_media,Биотехнология,,215000,c8585657-f2a5-499f-8017-74d38b324b9,0.63,0,1,0,Дальневосточный федеральный университет (ДВФУ),215000.0,,F,2,Котова Мария Максимовна,1,SPECIALTY,18,3.6,2024-06-09
2024-06-14,social_media,Химия,2024-07-21,160000,249b9cfb-79b0-4de4-80b2-4fb20244cd6a,0.46,1,1,1,Московский физико-технический институт (МФТИ),384000.0,,M,4,Евстафий Демьянович Казаков,0,BACHELOR,15,4.0,2024-05-14
,bank,Физика,,165000,396b87d3-cb92-4c3b-b26a-828a858497db,0.75,0,0,2,Московский физико-технический институт (МФТИ),0.0,Некорректные данные,F,8,Антонова Лукия Александровна,0,BACHELOR,15,3.8,2024-07-24
2024-05-21,bank,Электроника и наноэлектроника,2024-08-04,210000,cb63cff8-62b9-4781-965d-ad24a37803c2,0.7,1,1,2,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),1008000.0,,F,8,Громова Надежда Григорьевна,0,BACHELOR,17,3.4,2024-05-20
2024-08-18,social_media,Механика,2024-09-03,295000,96f555a4-54c8-43de-b376-10bca0392095,0.64,1,1,2,Московский государственный университет имени М.В. Ломоносова (МГУ),1180000.0,,M,4,Каллистрат Всеволодович Кудрявцев,0,SPECIALTY,16,3.9,2024-07-15
2024-06-02,social_media,Кибернетика,2024-07-25,360000,42ed729c-5902-4602-8f1a-dce3c24a0d1,0.65,1,1,0,Санкт-Петербургский государственный университет (СПбГУ),360000.0,,M,2,Давыд Харлампович Красильников,1,BACHELOR,19,3.5,2024-05-02
2024-06-12,website,Прикладная математика,2024-08-03,150000,ccb438a3-9314-4d1a-a940-afc44feb8ce0,0.62,1,1,3,Пермский государственный национальный исследовательский университет (ПГНИУ),960000.0,,M,8,Поляков Федот Харитонович,0,BACHELOR,19,4.0,2024-05-30
2024-06-23,social_media,Прикладная математика,2024-08-17,300000,e5d2a64e-9b32-40cb-b54b-530176de5a35,0.74,1,1,1,Московский государственный университет имени М.В. Ломоносова (МГУ),360000.0,,M,2,Кошелев Владислав Гавриилович,0,MASTER,23,4.8,2024-06-22
,website,Биотехнология,,375000,cf96bfe9-8a00-47ba-98ed-2c2f4f3063b4,0.88,0,0,4,Московский государственный университет имени М.В. Ломоносова (МГУ),0.0,Недостаток документов,F,8,Владимирова Лукия Захаровна,0,BACHELOR,18,4.1,2024-06-10
,social_media,Прикладная математика,,220000,134c105f-387c-42cd-b04e-b4c146de62a,0.74,0,0,4,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),0.0,Заявитель найден в ЧС,M,8,Муравьев Нестор Тарасович,1,BACHELOR,15,4.0,2024-05-10
,social_media,Информатика и вычислительная техника,,260000,0c9ccbac-af55-41b5-a57c-b465887802af,0.74,0,0,3,Красноярский государственный университет (КГУ),0.0,Некорректные данные,F,8,Анна Валериевна Авдеева,0,BACHELOR,18,3.4,2024-05-31
2024-05-07,social_media,Информатика и вычислительная техника,2024-08-24,250000,78a0fd41-8014-4242-968c-34d9811cbb4c,0.47,1,1,2,Московский физико-технический институт (МФТИ),1125000.0,,M,6,Гаврилов Ратибор Изотович,0,BACHELOR,17,3.2,2024-05-01
2024-06-26,social_media,Биотехнология,2024-07-11,170000,d85a4c10-7c83-4916-838d-e86711bbaf1f,0.53,1,1,3,Томский государственный университет (ТГУ),1088000.0,,F,8,Эмилия Руслановна Вишнякова,0,BACHELOR,16,4.0,2024-05-07
2024-07-06,social_media,Прикладная математика,2024-09-11,350000,3f48cb76-9969-4afb-9713-7e835533ada1,0.67,1,1,4,Московский государственный университет имени М.В. Ломоносова (МГУ),2520000.0,,F,8,Алевтина Артемовна Белякова,0,BACHELOR,18,3.4,2024-06-14
